"Date","MSFT.Open","MSFT.High","MSFT.Low","MSFT.Close","MSFT.Volume","MSFT.Adjusted"
"2019-03-22",119.5,119.589996337891,117.040000915527,117.050003051758,33624500,109.497535705566
"2019-03-25",116.559997558594,118.01000213623,116.319999694824,117.660003662109,27067100,110.068199157715
"2019-03-26",118.620002746582,118.709999084473,116.849998474121,117.910003662109,26097700,110.302040100098
"2019-03-27",117.879997253418,118.209999084473,115.519996643066,116.769996643066,22733400,109.235633850098
"2019-03-28",117.440002441406,117.580001831055,116.129997253418,116.930000305176,18334800,109.385314941406
"2019-03-29",118.069999694824,118.319999694824,116.959999084473,117.940002441406,25399800,110.330116271973
"2019-04-01",118.949996948242,119.110000610352,118.099998474121,119.019996643066,22789100,111.340454101562
"2019-04-02",119.059997558594,119.480003356934,118.519996643066,119.190002441406,18142300,111.499473571777
"2019-04-03",119.860000610352,120.430000305176,119.150001525879,119.970001220703,22860700,112.229125976562
"2019-04-04",120.099998474121,120.230003356934,118.379997253418,119.360000610352,20112800,111.658508300781
"2019-04-05",119.389999389648,120.230003356934,119.370002746582,119.889999389648,15826200,112.154312133789
"2019-04-08",119.809997558594,120.019996643066,118.639999389648,119.930000305176,15116200,112.191711425781
"2019-04-09",118.629997253418,119.540000915527,118.580001831055,119.279998779297,17612000,111.583679199219
"2019-04-10",119.76000213623,120.349998474121,119.540000915527,120.190002441406,16477200,112.434951782227
"2019-04-11",120.540000915527,120.849998474121,119.919998168945,120.330001831055,14209100,112.565940856934
"2019-04-12",120.639999389648,120.980003356934,120.370002746582,120.949996948242,19745100,113.14591217041
"2019-04-15",120.940002441406,121.580001831055,120.569999694824,121.050003051758,15792600,113.239479064941
"2019-04-16",121.639999389648,121.650001525879,120.099998474121,120.769996643066,14071800,112.977493286133
"2019-04-17",121.23999786377,121.849998474121,120.540000915527,121.769996643066,19300900,113.913017272949
"2019-04-18",122.190002441406,123.519996643066,121.300003051758,123.370002746582,27991000,115.409767150879
"2019-04-22",122.620002746582,124,122.569999694824,123.76000213623,15648700,115.774597167969
"2019-04-23",124.099998474121,125.580001831055,123.830001831055,125.440002441406,24025500,117.346214294434
"2019-04-24",125.790000915527,125.849998474121,124.519996643066,125.01000213623,31257000,116.943939208984
"2019-04-25",130.059997558594,131.369995117188,128.830001831055,129.149993896484,38033900,120.816795349121
"2019-04-26",129.699996948242,130.520004272461,129.020004272461,129.889999389648,23654900,121.509094238281
"2019-04-29",129.899993896484,130.179992675781,129.350006103516,129.770004272461,16324200,121.396812438965
"2019-04-30",129.809997558594,130.699996948242,129.389999389648,130.600006103516,24166500,122.173278808594
"2019-05-01",130.529998779297,130.649993896484,127.699996948242,127.879997253418,26821700,119.628746032715
"2019-05-02",127.980003356934,128,125.519996643066,126.209999084473,27350200,118.066535949707
"2019-05-03",127.360000610352,129.429992675781,127.25,128.899993896484,24911100,120.582946777344
"2019-05-06",126.389999389648,128.559997558594,126.110000610352,128.149993896484,24239800,119.88134765625
"2019-05-07",126.459999084473,127.180000305176,124.220001220703,125.519996643066,36017700,117.421020507812
"2019-05-08",125.440002441406,126.370002746582,124.75,125.51000213623,28419000,117.41170501709
"2019-05-09",124.290000915527,125.790000915527,123.569999694824,125.5,27235800,117.402328491211
"2019-05-10",124.910003662109,127.930000305176,123.819999694824,127.129997253418,30915100,118.927154541016
"2019-05-13",124.110000610352,125.550003051758,123.040000915527,123.349998474121,33944900,115.391052246094
"2019-05-14",123.870002746582,125.879997253418,123.699996948242,124.730003356934,25266300,116.682029724121
"2019-05-15",124.26000213623,126.709999084473,123.699996948242,126.019996643066,24722700,118.325164794922
"2019-05-16",126.75,129.380004882812,126.459999084473,128.929992675781,30112200,121.05744934082
"2019-05-17",128.309997558594,130.460006713867,127.919998168945,128.070007324219,25770500,120.249984741211
"2019-05-20",126.519996643066,127.589996337891,125.76000213623,126.220001220703,23706900,118.51294708252
"2019-05-21",127.430000305176,127.529998779297,126.580001831055,126.900001525879,15293300,119.151435852051
"2019-05-22",126.620002746582,128.240005493164,126.519996643066,127.669998168945,15396500,119.874404907227
"2019-05-23",126.199996948242,126.290000915527,124.73999786377,126.180000305176,23603800,118.475402832031
"2019-05-24",126.910003662109,127.419998168945,125.970001220703,126.23999786377,14123400,118.53173828125
"2019-05-28",126.980003356934,128,126.050003051758,126.160003662109,23128400,118.456619262695
"2019-05-29",125.379997253418,125.389999389648,124.040000915527,124.940002441406,22763100,117.311096191406
"2019-05-30",125.26000213623,125.76000213623,124.779998779297,125.730003356934,16829600,118.052879333496
"2019-05-31",124.230003356934,124.620002746582,123.319999694824,123.680000305176,26646800,116.128036499023
"2019-06-03",123.849998474121,124.370002746582,119.01000213623,119.839996337891,37983600,112.522514343262
"2019-06-04",121.279998779297,123.279998779297,120.650001525879,123.160003662109,29382600,115.639785766602
"2019-06-05",124.949996948242,125.870002746582,124.209999084473,125.830001831055,24926100,118.146759033203
"2019-06-06",126.440002441406,127.970001220703,125.599998474121,127.819999694824,21459000,120.015243530273
"2019-06-07",129.190002441406,132.25,128.259994506836,131.399993896484,33885600,123.376663208008
"2019-06-10",132.399993896484,134.080001831055,132,132.600006103516,26477100,124.503364562988
"2019-06-11",133.880004882812,134.240005493164,131.279998779297,132.100006103516,23913700,124.03392791748
"2019-06-12",131.399993896484,131.970001220703,130.710006713867,131.490005493164,17092500,123.461135864258
"2019-06-13",131.979995727539,133,131.559997558594,132.320007324219,17200800,124.240463256836
"2019-06-14",132.259994506836,133.789993286133,131.639999389648,132.449996948242,17821700,124.362564086914
"2019-06-17",132.630004882812,133.729995727539,132.529998779297,132.850006103516,14517800,124.738151550293
"2019-06-18",134.190002441406,135.240005493164,133.570007324219,135.160003662109,25934500,126.90705871582
"2019-06-19",135,135.929992675781,133.809997558594,135.690002441406,23744400,127.404731750488
"2019-06-20",137.449996948242,137.660003662109,135.720001220703,136.949996948242,33042600,128.587738037109
"2019-06-21",136.580001831055,137.729995727539,136.460006713867,136.970001220703,36727900,128.606536865234
"2019-06-24",137,138.399993896484,137,137.779998779297,20628800,129.367126464844
"2019-06-25",137.25,137.589996337891,132.729995727539,133.429992675781,33327400,125.282676696777
"2019-06-26",134.350006103516,135.740005493164,133.600006103516,133.929992675781,23657700,125.752159118652
"2019-06-27",134.139999389648,134.710006713867,133.509994506836,134.149993896484,16557500,125.95874786377
"2019-06-28",134.570007324219,134.600006103516,133.160003662109,133.960006713867,30043000,125.780342102051
"2019-07-01",136.630004882812,136.699996948242,134.970001220703,135.679992675781,22613500,127.395286560059
"2019-07-02",136.119995117188,136.589996337891,135.339996337891,136.580001831055,15237800,128.24040222168
"2019-07-03",136.800003051758,137.740005493164,136.289993286133,137.460006713867,13629300,129.066635131836
"2019-07-05",135.940002441406,137.330001831055,135.720001220703,137.059997558594,18141100,128.691055297852
"2019-07-08",136.399993896484,137.100006103516,135.369995117188,136.960006713867,16779700,128.597183227539
"2019-07-09",136,136.970001220703,135.800003051758,136.460006713867,19953100,128.127670288086
"2019-07-10",137.130004882812,138.580001831055,137.020004272461,137.850006103516,24204400,129.432800292969
"2019-07-11",138.199996948242,139.220001220703,137.869995117188,138.399993896484,22327900,129.949203491211
"2019-07-12",138.850006103516,139.130004882812,138.009994506836,138.899993896484,18936800,130.418701171875
"2019-07-15",139.440002441406,139.539993286133,138.460006713867,138.899993896484,16651500,130.418701171875
"2019-07-16",138.960006713867,139.050003051758,136.520004272461,137.080001831055,22726100,128.709869384766
"2019-07-17",137.699996948242,137.929992675781,136.220001220703,136.270004272461,20211000,127.949279785156
"2019-07-18",135.550003051758,136.619995117188,134.669998168945,136.419998168945,30381800,128.090133666992
"2019-07-19",140.220001220703,140.669998168945,136.449996948242,136.619995117188,48992400,128.277923583984
"2019-07-22",137.410003662109,139.190002441406,137.330001831055,138.429992675781,25074900,129.977432250977
"2019-07-23",139.759994506836,139.990005493164,138.029998779297,139.289993286133,18034600,130.784866333008
"2019-07-24",138.899993896484,140.740005493164,138.850006103516,140.720001220703,20738300,132.127593994141
"2019-07-25",140.429992675781,140.610000610352,139.320007324219,140.190002441406,18356900,131.629959106445
"2019-07-26",140.369995117188,141.679992675781,140.300003051758,141.339996337891,19037600,132.709686279297
"2019-07-29",141.5,141.509994506836,139.369995117188,141.029998779297,16605900,132.418685913086
"2019-07-30",140.139999389648,141.220001220703,139.800003051758,140.350006103516,16846500,131.780166625977
"2019-07-31",140.330001831055,140.490005493164,135.080001831055,136.270004272461,38598800,127.949279785156
"2019-08-01",137,140.940002441406,136.929992675781,138.059997558594,40557500,129.629943847656
"2019-08-02",138.089996337891,138.320007324219,135.259994506836,136.899993896484,30791600,128.540786743164
"2019-08-05",133.300003051758,133.929992675781,130.779998779297,132.210006713867,42749600,124.137191772461
"2019-08-06",133.800003051758,135.679992675781,133.210006713867,134.690002441406,32696700,126.46573638916
"2019-08-07",133.789993286133,135.649993896484,131.830001831055,135.279998779297,33414500,127.01978302002
"2019-08-08",136.600006103516,138.990005493164,135.929992675781,138.889999389648,27496500,130.409301757812
"2019-08-09",138.610000610352,139.380004882812,136.460006713867,137.710006713867,23466700,129.301330566406
"2019-08-12",137.070007324219,137.860000610352,135.240005493164,135.789993286133,20484300,127.498603820801
"2019-08-13",136.050003051758,138.800003051758,135,138.600006103516,25154600,130.136978149414
"2019-08-14",136.360000610352,136.919998168945,133.669998168945,133.979995727539,32527300,126.218040466309
"2019-08-15",134.389999389648,134.580001831055,132.25,133.679992675781,28074400,125.935447692871
"2019-08-16",134.880004882812,136.460006713867,134.720001220703,136.130004882812,24449100,128.243469238281
"2019-08-19",137.850006103516,138.550003051758,136.889999389648,138.410003662109,24355700,130.391403198242
"2019-08-20",138.210006713867,138.710006713867,137.240005493164,137.259994506836,21170800,129.307998657227
"2019-08-21",138.550003051758,139.490005493164,138,138.789993286133,14970300,130.749404907227
"2019-08-22",138.660003662109,139.199996948242,136.289993286133,137.779998779297,18697000,129.797897338867
"2019-08-23",137.190002441406,138.350006103516,132.800003051758,133.389999389648,38508600,125.662231445312
"2019-08-26",134.990005493164,135.559997558594,133.899993896484,135.449996948242,20312600,127.60285949707
"2019-08-27",136.389999389648,136.720001220703,134.660003662109,135.740005493164,23102100,127.876045227051
"2019-08-28",134.880004882812,135.759994506836,133.550003051758,135.559997558594,17393300,127.706474304199
"2019-08-29",137.25,138.440002441406,136.910003662109,138.119995117188,20168700,130.118194580078
"2019-08-30",139.149993896484,139.179992675781,136.270004272461,137.860000610352,23940100,129.873260498047
"2019-09-03",136.610000610352,137.199996948242,135.699996948242,136.039993286133,18869300,128.158660888672
"2019-09-04",137.300003051758,137.690002441406,136.479995727539,137.630004882812,17995900,129.65657043457
"2019-09-05",139.110000610352,140.380004882812,138.759994506836,140.050003051758,26101800,131.936386108398
"2019-09-06",140.029998779297,140.179992675781,138.199996948242,139.100006103516,20824500,131.041366577148
"2019-09-09",139.589996337891,139.75,136.460006713867,137.520004272461,25773900,129.552963256836
"2019-09-10",136.800003051758,136.889999389648,134.509994506836,136.080001831055,28903400,128.196380615234
"2019-09-11",135.910003662109,136.270004272461,135.089996337891,136.119995117188,24726100,128.234024047852
"2019-09-12",137.850006103516,138.419998168945,136.869995117188,137.520004272461,27010000,129.552963256836
"2019-09-13",137.779998779297,138.059997558594,136.570007324219,137.320007324219,23363100,129.364532470703
"2019-09-16",135.830001831055,136.699996948242,135.660003662109,136.330001831055,16731400,128.431869506836
"2019-09-17",136.960006713867,137.520004272461,136.429992675781,137.389999389648,17814200,129.430450439453
"2019-09-18",137.360000610352,138.669998168945,136.529998779297,138.520004272461,23982100,130.495025634766
"2019-09-19",140.300003051758,142.369995117188,140.070007324219,141.070007324219,35772100,132.89729309082
"2019-09-20",141.009994506836,141.649993896484,138.25,139.440002441406,39167300,131.361724853516
"2019-09-23",139.229995727539,139.630004882812,138.440002441406,139.139999389648,17139300,131.079116821289
"2019-09-24",140.360000610352,140.690002441406,136.880004882812,137.380004882812,29773200,129.42106628418
"2019-09-25",137.5,139.960006713867,136.029998779297,139.360000610352,21382000,131.286315917969
"2019-09-26",139.440002441406,140.179992675781,138.440002441406,139.539993286133,17456600,131.455978393555
"2019-09-27",140.149993896484,140.360000610352,136.649993896484,137.729995727539,22477700,129.750778198242
"2019-09-30",138.050003051758,139.220001220703,137.779998779297,139.029998779297,17280900,130.975433349609
"2019-10-01",139.660003662109,140.25,137,137.070007324219,21466600,129.129028320312
"2019-10-02",136.25,136.369995117188,133.580001831055,134.649993896484,30521700,126.849197387695
"2019-10-03",134.949996948242,136.75,133.220001220703,136.279998779297,24132900,128.384780883789
"2019-10-04",136.75,138.25,136.419998168945,138.119995117188,22897700,130.118194580078
"2019-10-07",137.139999389648,138.179992675781,137.020004272461,137.119995117188,15303700,129.176071166992
"2019-10-08",137.080001831055,137.759994506836,135.619995117188,135.669998168945,25550500,127.810111999512
"2019-10-09",137.460006713867,138.699996948242,136.970001220703,138.240005493164,19749900,130.231185913086
"2019-10-10",138.490005493164,139.669998168945,138.25,139.100006103516,17654600,131.041366577148
"2019-10-11",140.119995117188,141.029998779297,139.5,139.679992675781,25446000,131.587814331055
"2019-10-14",139.690002441406,140.289993286133,139.520004272461,139.550003051758,13304300,131.465316772461
"2019-10-15",140.059997558594,141.789993286133,139.809997558594,141.570007324219,19695700,133.368286132812
"2019-10-16",140.789993286133,140.990005493164,139.529998779297,140.410003662109,20751600,132.275497436523
"2019-10-17",140.949996948242,141.419998168945,139.020004272461,139.690002441406,21460600,131.597259521484
"2019-10-18",139.759994506836,140,136.559997558594,137.410003662109,32273500,129.449310302734
"2019-10-21",138.449996948242,138.5,137.009994506836,138.429992675781,20078200,130.410232543945
"2019-10-22",138.970001220703,140.009994506836,136.259994506836,136.369995117188,27431000,128.46955871582
"2019-10-23",136.880004882812,137.449996948242,135.610000610352,137.240005493164,29844600,129.289169311523
"2019-10-24",139.389999389648,140.419998168945,138.669998168945,139.940002441406,37029300,131.832748413086
"2019-10-25",139.339996337891,141.139999389648,139.199996948242,140.729995727539,25959700,132.576950073242
"2019-10-28",144.399993896484,145.669998168945,143.509994506836,144.190002441406,35280100,135.836547851562
"2019-10-29",144.080001831055,144.5,142.649993896484,142.830001831055,20589500,134.555267333984
"2019-10-30",143.520004272461,145,142.789993286133,144.610000610352,18496600,136.232162475586
"2019-10-31",144.899993896484,144.929992675781,142.990005493164,143.369995117188,24605100,135.063980102539
"2019-11-01",144.259994506836,144.419998168945,142.970001220703,143.720001220703,33128400,135.39372253418
"2019-11-04",144.830001831055,145,144.160003662109,144.550003051758,16912000,136.175674438477
"2019-11-05",144.970001220703,145.020004272461,143.910003662109,144.460006713867,18250200,136.090866088867
"2019-11-06",144.369995117188,144.520004272461,143.199996948242,144.059997558594,16575800,135.714065551758
"2019-11-07",143.839996337891,144.880004882812,143.770004272461,144.259994506836,17786700,135.902450561523
"2019-11-08",143.979995727539,145.990005493164,143.759994506836,145.960006713867,16732700,137.503982543945
"2019-11-11",145.339996337891,146.419998168945,144.729995727539,146.110000610352,14362600,137.645248413086
"2019-11-12",146.279998779297,147.570007324219,146.059997558594,147.070007324219,18641600,138.549667358398
"2019-11-13",146.740005493164,147.460006713867,146.279998779297,147.309997558594,16919200,138.775756835938
"2019-11-14",147.020004272461,148.410003662109,147,148.059997558594,19729800,139.482315063477
"2019-11-15",148.929992675781,149.990005493164,148.270004272461,149.970001220703,23485700,141.281692504883
"2019-11-18",150.070007324219,150.550003051758,148.979995727539,150.339996337891,21534000,141.630249023438
"2019-11-19",150.880004882812,151.330001831055,150.199996948242,150.389999389648,23935700,141.677337646484
"2019-11-20",150.309997558594,150.839996337891,148.460006713867,149.619995117188,25696800,141.431564331055
"2019-11-21",149.399993896484,149.800003051758,148.5,149.479995727539,18576100,141.299224853516
"2019-11-22",150.070007324219,150.300003051758,148.820007324219,149.589996337891,15901800,141.403182983398
"2019-11-25",150,151.350006103516,149.919998168945,151.229995727539,22420900,142.95344543457
"2019-11-26",151.360000610352,152.419998168945,151.320007324219,152.029998779297,24620100,143.709686279297
"2019-11-27",152.330001831055,152.5,151.520004272461,152.320007324219,15184400,143.983840942383
"2019-11-29",152.100006103516,152.300003051758,151.279998779297,151.380004882812,11977300,143.095260620117
"2019-12-02",151.809997558594,151.830001831055,148.320007324219,149.550003051758,27418400,141.36540222168
"2019-12-03",147.490005493164,149.429992675781,146.649993896484,149.309997558594,24066000,141.138519287109
"2019-12-04",150.139999389648,150.179992675781,149.199996948242,149.850006103516,17574700,141.648986816406
"2019-12-05",150.050003051758,150.320007324219,149.479995727539,149.929992675781,17869100,141.724563598633
"2019-12-06",150.990005493164,151.869995117188,150.270004272461,151.75,16403500,143.44499206543
"2019-12-09",151.070007324219,152.210006713867,150.910003662109,151.360000610352,16687400,143.076309204102
"2019-12-10",151.289993286133,151.889999389648,150.759994506836,151.130004882812,16476100,142.858932495117
"2019-12-11",151.539993286133,151.869995117188,150.330001831055,151.699996948242,18856600,143.397720336914
"2019-12-12",151.649993896484,153.440002441406,151.020004272461,153.240005493164,24612100,144.853424072266
"2019-12-13",153,154.889999389648,152.830001831055,154.529998779297,23845400,146.072875976562
"2019-12-16",155.110000610352,155.899993896484,154.820007324219,155.529998779297,24144200,147.018096923828
"2019-12-17",155.449996948242,155.710006713867,154.449996948242,154.690002441406,25425600,146.224075317383
"2019-12-18",154.300003051758,155.479995727539,154.179992675781,154.369995117188,24129200,145.921585083008
"2019-12-19",154,155.770004272461,153.75,155.710006713867,24958900,147.188262939453
"2019-12-20",157.350006103516,158.490005493164,156.289993286133,157.410003662109,53477500,148.795257568359
"2019-12-23",158.119995117188,158.119995117188,157.270004272461,157.410003662109,17718200,148.795257568359
"2019-12-24",157.479995727539,157.710006713867,157.119995117188,157.380004882812,8989200,148.766830444336
"2019-12-26",157.559997558594,158.729995727539,157.399993896484,158.669998168945,14520600,149.986282348633
"2019-12-27",159.449996948242,159.550003051758,158.220001220703,158.960006713867,18412800,150.26042175293
"2019-12-30",158.990005493164,159.020004272461,156.729995727539,157.589996337891,16348400,148.965347290039
"2019-12-31",156.770004272461,157.770004272461,156.449996948242,157.699996948242,18369400,149.0693359375
"2020-01-02",158.779998779297,160.729995727539,158.330001831055,160.619995117188,22622100,151.829574584961
"2020-01-03",158.320007324219,159.949996948242,158.059997558594,158.619995117188,21116200,149.938995361328
"2020-01-06",157.080001831055,159.100006103516,156.509994506836,159.029998779297,20813700,150.326568603516
"2020-01-07",159.320007324219,159.669998168945,157.320007324219,157.580001831055,21634100,148.955917358398
"2020-01-08",158.929992675781,160.800003051758,157.949996948242,160.089996337891,27746500,151.328552246094
"2020-01-09",161.839996337891,162.220001220703,161.029998779297,162.089996337891,21385000,153.21907043457
"2020-01-10",162.820007324219,163.220001220703,161.179992675781,161.339996337891,20725900,152.510162353516
"2020-01-13",161.759994506836,163.309997558594,161.259994506836,163.279998779297,21626500,154.344009399414
"2020-01-14",163.389999389648,163.600006103516,161.720001220703,162.130004882812,23477400,153.256927490234
"2020-01-15",162.619995117188,163.940002441406,162.570007324219,163.179992675781,21417900,154.249465942383
"2020-01-16",164.350006103516,166.240005493164,164.029998779297,166.169998168945,23865400,157.075790405273
"2020-01-17",167.419998168945,167.470001220703,165.429992675781,167.100006103516,34371700,157.95491027832
"2020-01-21",166.679992675781,168.190002441406,166.429992675781,166.5,29517200,157.387741088867
"2020-01-22",167.399993896484,167.490005493164,165.679992675781,165.699996948242,24138800,156.63151550293
"2020-01-23",166.190002441406,166.800003051758,165.270004272461,166.720001220703,19680800,157.595748901367
"2020-01-24",167.509994506836,167.529998779297,164.449996948242,165.039993286133,24918100,156.00764465332
"2020-01-27",161.149993896484,163.380004882812,160.199996948242,162.279998779297,32078100,153.398742675781
"2020-01-28",163.779998779297,165.759994506836,163.070007324219,165.460006713867,24899900,156.404678344727
"2020-01-29",167.839996337891,168.75,165.690002441406,168.039993286133,34754500,158.843444824219
"2020-01-30",174.050003051758,174.050003051758,170.789993286133,172.779998779297,51597500,163.324035644531
"2020-01-31",172.210006713867,172.399993896484,169.580001831055,170.229995727539,36142700,160.913589477539
"2020-02-03",170.429992675781,174.5,170.399993896484,174.380004882812,30107000,164.836532592773
"2020-02-04",177.139999389648,180.639999389648,176.309997558594,180.119995117188,36433300,170.26237487793
"2020-02-05",184.029998779297,184.199996948242,178.410003662109,179.899993896484,39186300,170.05436706543
"2020-02-06",180.970001220703,183.820007324219,180.059997558594,183.630004882812,27751400,173.58024597168
"2020-02-07",182.850006103516,185.630004882812,182.479995727539,183.889999389648,33529100,173.826049804688
"2020-02-10",183.580001831055,188.839996337891,183.25,188.699996948242,35844300,178.372833251953
"2020-02-11",190.649993896484,190.699996948242,183.5,184.440002441406,53159900,174.345901489258
"2020-02-12",185.580001831055,185.850006103516,181.850006103516,184.710006713867,47062900,174.601119995117
"2020-02-13",183.080001831055,186.229995727539,182.869995117188,183.710006713867,35295800,173.655868530273
"2020-02-14",183.25,185.410003662109,182.649993896484,185.350006103516,23149500,175.206146240234
"2020-02-18",185.610000610352,187.699996948242,185.5,187.229995727539,27792200,176.983215332031
"2020-02-19",188.059997558594,188.179992675781,186.470001220703,187.279998779297,29997500,177.514038085938
"2020-02-20",186.949996948242,187.25,181.100006103516,184.419998168945,36862400,174.803192138672
"2020-02-21",183.169998168945,183.5,177.25,178.589996337891,48572600,169.277160644531
"2020-02-24",167.770004272461,174.550003051758,163.229995727539,170.889999389648,68311100,161.978729248047
"2020-02-25",174.199996948242,174.839996337891,167.649993896484,168.070007324219,68073300,159.305770874023
"2020-02-26",169.710006713867,173.259994506836,168.210006713867,170.169998168945,56206100,161.296234130859
"2020-02-27",163.320007324219,167.029998779297,157.979995727539,158.179992675781,93174900,149.931533813477
"2020-02-28",152.410003662109,163.710006713867,152,162.009994506836,97012700,153.561782836914
"2020-03-02",165.309997558594,172.919998168945,162.309997558594,172.789993286133,71030800,163.779602050781
"2020-03-03",173.800003051758,175,162.259994506836,164.509994506836,71677000,155.931396484375
"2020-03-04",168.490005493164,170.699996948242,165.619995117188,170.550003051758,49814400,161.65641784668
"2020-03-05",166.050003051758,170.869995117188,165.690002441406,166.270004272461,47817300,157.599639892578
"2020-03-06",162.610000610352,163.110000610352,156,161.570007324219,72821100,153.14469909668
"2020-03-09",151,157.75,150,150.619995117188,70419300,142.765747070312
"2020-03-10",158.160003662109,161.029998779297,152.580001831055,160.919998168945,65354400,152.528610229492
"2020-03-11",157.130004882812,157.699996948242,151.149993896484,153.630004882812,56371600,145.618774414062
"2020-03-12",145.300003051758,153.470001220703,138.580001831055,139.059997558594,93226400,131.808517456055
