"Date","REGN.Open","REGN.High","REGN.Low","REGN.Close","REGN.Volume","REGN.Adjusted"
"2019-11-08",327.519989013672,342.470001220703,327.029998779297,341.790008544922,1106100,338.990173339844
"2019-11-11",340.339996337891,344.989990234375,338.709991455078,344.279998779297,611900,341.459747314453
"2019-11-12",344,349.940002441406,341.359985351562,348.410003662109,905400,345.555908203125
"2019-11-13",346.329986572266,349.630004882812,341.820007324219,348.299987792969,1009400,345.446838378906
"2019-11-14",349.799987792969,350,337.029998779297,338.390014648438,1029600,335.618011474609
"2019-11-15",340.950012207031,349.859985351562,338.709991455078,344.869995117188,912200,342.044952392578
"2019-11-18",342.589996337891,344.209991455078,337.529998779297,340.190002441406,622500,337.403259277344
"2019-11-19",344.179992675781,348.190002441406,340.209991455078,344.459991455078,630800,341.638275146484
"2019-11-20",341.980010986328,347.420013427734,341.980010986328,344.239990234375,1058100,341.420074462891
"2019-11-21",343.600006103516,353,341.609985351562,350.779998779297,858300,347.906524658203
"2019-11-22",350.929992675781,365.739990234375,350.929992675781,360.660003662109,1286400,357.705596923828
"2019-11-25",362.440002441406,367.019989013672,358.480010986328,366.820007324219,845000,363.815124511719
"2019-11-26",366.869995117188,367.399993896484,361.760009765625,363.829986572266,735100,360.849578857422
"2019-11-27",365.070007324219,372.589996337891,364.619995117188,371.579986572266,734400,368.536102294922
"2019-11-29",372.059997558594,372.470001220703,366.769989013672,369,463600,365.977264404297
"2019-12-02",368.179992675781,369,363.070007324219,366.079986572266,652200,363.081176757812
"2019-12-03",366.989990234375,369.5,363.399993896484,368.809997558594,929700,365.788787841797
"2019-12-04",369.190002441406,373.339996337891,367.570007324219,369.970001220703,605000,366.939300537109
"2019-12-05",370.970001220703,372,366.160003662109,368.339996337891,501800,365.322662353516
"2019-12-06",369.519989013672,373.730010986328,368.299987792969,372.260009765625,575900,369.210510253906
"2019-12-09",373.089996337891,373.089996337891,362.890014648438,365.630004882812,974400,362.634857177734
"2019-12-10",357.149993896484,372.149993896484,357,367.670013427734,1061600,364.658142089844
"2019-12-11",368.399993896484,376.679992675781,368.25,373.529998779297,935700,370.470123291016
"2019-12-12",374.100006103516,382.25,372.079986572266,372.160003662109,949900,369.111358642578
"2019-12-13",376.160003662109,379.179992675781,372.559997558594,376.420013427734,995900,373.336486816406
"2019-12-16",367.839996337891,377.220001220703,367.709991455078,376.010009765625,756600,372.929870605469
"2019-12-17",375.730010986328,375.730010986328,368.220001220703,369.100006103516,1002900,366.076446533203
"2019-12-18",370.299987792969,373.630004882812,368.730010986328,371.359985351562,831300,368.317901611328
"2019-12-19",371.950012207031,373.980010986328,363.140014648438,372.549987792969,903700,369.498138427734
"2019-12-20",374.940002441406,375.799987792969,371.010009765625,375.619995117188,1192800,372.543029785156
"2019-12-23",377.200012207031,377.880004882812,372.559997558594,374.200012207031,431200,371.134643554688
"2019-12-24",374.75,376.709991455078,372.510009765625,376.510009765625,221500,373.425720214844
"2019-12-26",376.760009765625,377.760009765625,374,374.859985351562,451900,371.789245605469
"2019-12-27",375.239990234375,375.950012207031,370.970001220703,373.320007324219,293000,370.261901855469
"2019-12-30",373.739990234375,375.820007324219,371.040008544922,373.700012207031,369200,370.638732910156
"2019-12-31",373.640014648438,376.709991455078,372.040008544922,375.480010986328,494600,372.404205322266
"2020-01-02",378,379,369.239990234375,373.350006103516,512400,370.291625976562
"2020-01-03",368.209991455078,372.350006103516,367.049987792969,369.160003662109,500800,366.135894775391
"2020-01-06",368.230010986328,372.140014648438,364.5,371.739990234375,690800,368.69482421875
"2020-01-07",371.559997558594,373.829986572266,368.019989013672,373.130004882812,736400,370.073425292969
"2020-01-08",373.179992675781,384.850006103516,370.709991455078,382.420013427734,743100,379.287322998047
"2020-01-09",383.630004882812,386.540008544922,381.369995117188,383.470001220703,587500,380.328735351562
