"Date","PFE.Open","PFE.High","PFE.Low","PFE.Close","PFE.Volume","PFE.Adjusted"
"2019-03-11",38.9943084716797,39.3927879333496,38.7096786499023,39.3738136291504,29161545,27.4145050048828
"2019-03-12",39.5635681152344,39.7722969055176,39.2504730224609,39.5920295715332,24170539,27.5664386749268
"2019-03-13",39.7248573303223,39.9715385437012,39.4212532043457,39.8576850891113,23715316,27.7513999938965
"2019-03-14",39.8481979370117,39.9240989685059,39.0227699279785,39.0796966552734,32119596,27.2097187042236
"2019-03-15",39.1176452636719,39.7343444824219,38.7666015625,39.6394691467285,74768652,27.5994701385498
"2019-03-18",39.6299819946289,39.9146118164062,39.5161285400391,39.6679306030273,18994345,27.6192855834961
"2019-03-19",39.8197326660156,40.2561683654785,39.6110076904297,40.1328277587891,26403227,27.9429740905762
"2019-03-20",40.0379524230957,40.2277030944824,39.6394691467285,40.0094871520996,23499035,27.8571033477783
"2019-03-21",39.7817840576172,40.4554061889648,39.7248573303223,40.1802673339844,24262553,27.9759998321533
"2019-03-22",40.0379524230957,40.4364318847656,39.6869087219238,39.705883026123,19620105,27.6457118988037
"2019-03-25",39.6679306030273,39.9905128479004,39.5351028442383,39.7438316345215,19823316,27.6721286773682
"2019-03-26",40.0379524230957,40.5123329162598,39.9715385437012,40.2466773986816,20849279,28.0222454071045
"2019-03-27",40.1707763671875,40.4554061889648,39.7722969055176,39.8671722412109,19455048,27.7580070495605
"2019-03-28",40.0189743041992,40.1992416381836,39.9051246643066,40.1233406066895,16915541,27.9363689422607
"2019-03-29",40.2277030944824,40.3984832763672,40.0284614562988,40.294116973877,21681834,28.0552768707275
"2019-04-01",40.3984832763672,40.7400398254395,40.3700180053711,40.6451606750488,20345046,28.2996921539307
"2019-04-02",40.7495269775391,40.9677429199219,40.5502853393555,40.7115745544434,18625129,28.3459320068359
"2019-04-03",40.7874755859375,40.8633766174316,40.3700180053711,40.6451606750488,16200402,28.2996921539307
"2019-04-04",40.5977210998535,40.721061706543,40.322582244873,40.5502853393555,12990972,28.2336311340332
"2019-04-05",40.7779884338379,41.0626182556152,40.6926002502441,40.7874755859375,15559043,28.398775100708
"2019-04-08",40.8633766174316,41.0626182556152,40.7115745544434,40.9297904968262,15410323,28.4978656768799
"2019-04-09",40.7779884338379,40.7969627380371,40.3984832763672,40.6451606750488,18825072,28.2996921539307
"2019-04-10",40.721061706543,40.721061706543,40.4648971557617,40.5407981872559,13202615,28.227029800415
"2019-04-11",40.5977210998535,40.6356735229492,39.8387107849121,40.104362487793,20214877,27.9231567382812
"2019-04-12",40.1707763671875,40.1707763671875,39.4497146606445,39.573055267334,21338546,27.5532207489014
"2019-04-15",39.7153701782227,39.9620475769043,39.3453521728516,39.9335861206055,18362788,27.8042545318604
"2019-04-16",40.0569267272949,40.1328277587891,38.7381401062012,38.8235282897949,27506976,27.0313529968262
"2019-04-17",38.8045539855957,38.8994293212891,37.3719177246094,37.8368110656738,42412117,26.3443393707275
"2019-04-18",37.8842506408691,37.8842506408691,36.4516143798828,37.3624305725098,50579774,26.0140533447266
"2019-04-22",37.0303611755371,37.4762802124023,36.8216323852539,36.9829216003418,31018904,25.7498092651367
"2019-04-23",37.087287902832,37.6091079711914,36.8880462646484,37.4003791809082,26672102,26.0404720306396
"2019-04-24",37.4762802124023,37.6091079711914,37.1537017822266,37.3529396057129,21196994,26.007438659668
"2019-04-25",37.2390899658203,37.7893753051758,37.1631889343262,37.5806465148926,18130065,26.165979385376
"2019-04-26",37.6375694274902,37.9411773681641,37.4288444519043,37.9221992492676,20053193,26.4037971496582
"2019-04-29",37.9221992492676,37.9696388244629,37.5616683959961,37.5616683959961,23229001,26.1527729034424
"2019-04-30",38.3301696777344,39.0702095031738,37.7609100341797,38.529411315918,34360400,26.8265781402588
"2019-05-01",38.5104370117188,38.8235282897949,38.1119537353516,38.6812133789062,20703406,26.9322738647461
"2019-05-02",38.719165802002,38.9184074401855,38.5009498596191,38.9089164733887,20471210,27.0908164978027
"2019-05-03",39.1081581115723,39.3738136291504,38.9278945922852,39.2694511413574,18664759,27.3418407440186
"2019-05-06",38.8140411376953,39.6299819946289,38.7476272583008,39.5161285400391,25973406,27.5135974884033
"2019-05-07",39.2694511413574,39.573055267334,38.425048828125,38.7381401062012,27603838,26.9719085693359
"2019-05-08",38.7096786499023,38.9278945922852,38.3681221008301,38.851993560791,23811968,27.0511779785156
"2019-05-09",38.235294342041,38.7476272583008,38.1688804626465,38.5578765869141,19732461,27.0845069885254
"2019-05-10",38.5483856201172,38.7286529541016,37.8273239135742,38.6337776184082,17391527,27.1378192901611
"2019-05-13",38.1688804626465,38.5673637390137,38.0929794311523,38.4914627075195,28010788,27.0378475189209
"2019-05-14",38.5104370117188,38.7760925292969,38.4819717407227,38.5768508911133,26772759,27.097843170166
"2019-05-15",38.7666015625,39.1745719909668,38.6147994995117,39.0417442321777,33520678,27.4243907928467
"2019-05-16",39.0417442321777,39.8292236328125,39.0417442321777,39.5066413879395,25508486,27.7509498596191
"2019-05-17",39.1840591430664,39.6679306030273,39.1366233825684,39.3453521728516,29187684,27.6376628875732
"2019-05-20",39.278938293457,39.573055267334,39.1650848388672,39.4592018127441,24251591,27.7176246643066
"2019-05-21",39.573055267334,39.6679306030273,39.3643264770508,39.5351028442383,28785056,27.7709445953369
"2019-05-22",39.5540809631348,40.0474395751953,39.4212532043457,39.8387107849121,25274604,27.9842090606689
"2019-05-23",39.6963958740234,39.8292236328125,39.5161285400391,39.7722969055176,25495944,27.937557220459
"2019-05-24",39.9051246643066,40.1423149108887,39.7248573303223,39.8007583618164,15383341,27.9575500488281
"2019-05-28",39.9905128479004,40.3036041259766,39.7438316345215,39.7533226013184,49440610,27.9242248535156
"2019-05-29",39.5635681152344,39.6963958740234,39.1650848388672,39.5825424194336,26895761,27.8042697906494
"2019-05-30",39.5445938110352,39.8007583618164,39.4497146606445,39.7533226013184,17344308,27.9242248535156
"2019-05-31",39.5540809631348,39.8292236328125,39.3263778686523,39.3927879333496,22639288,27.670970916748
"2019-06-03",39.4971542358398,40.0284614562988,39.4402275085449,39.7722969055176,22643082,27.937557220459
"2019-06-04",40.3036041259766,40.5597724914551,39.8861465454102,40.0664138793945,18453537,28.1441516876221
"2019-06-05",40.4174575805664,40.6451606750488,40.237190246582,40.3036041259766,21418861,28.3107738494873
"2019-06-06",40.6072120666504,40.8823547363281,40.3036041259766,40.5218238830566,24494222,28.464054107666
"2019-06-07",40.7779884338379,41.0341567993164,40.6641387939453,40.721061706543,20023470,28.6040058135986
"2019-06-10",41.0246696472168,41.0246696472168,40.4838714599609,40.8633766174316,15275727,28.7039642333984
"2019-06-11",40.9867172241211,41.0815925598145,40.3700180053711,40.4838714599609,18813162,28.4373874664307
"2019-06-12",40.294116973877,40.9582557678223,40.2846298217773,40.8728637695312,16296843,28.7106304168701
"2019-06-13",40.8633766174316,40.9297904968262,40.1992416381836,40.322582244873,14464042,28.3240947723389
"2019-06-14",40.3415565490723,40.6736221313477,40.3036041259766,40.5692596435547,13197872,28.497371673584
"2019-06-17",40.5123329162598,40.7020874023438,40.1802673339844,40.6831130981445,14094931,28.5773506164551
"2019-06-18",40.6261863708496,41.1100578308105,40.6261863708496,40.8633766174316,22833434,28.7039642333984
"2019-06-19",40.9582557678223,41.3567352294922,40.8823547363281,41.2713470458984,21753611,28.9905490875244
"2019-06-20",41.5844383239746,41.8500938415527,41.280834197998,41.3662223815918,23500300,29.0571937561035
"2019-06-21",41.3187866210938,41.7457313537598,41.0910835266113,41.4326362609863,38141203,29.1038379669189
"2019-06-24",41.4516143798828,41.6508522033691,41.2428855895996,41.5180282592773,24624075,29.1638221740723
"2019-06-25",41.6034164428711,42.0208740234375,41.5180282592773,41.5180282592773,28429015,29.1638221740723
"2019-06-26",41.4421234130859,41.5559768676758,40.322582244873,40.7874755859375,41009348,28.6506519317627
"2019-06-27",40.8159408569336,41.3282737731934,40.806453704834,41.2049331665039,21994977,28.9438896179199
"2019-06-28",41.2239074707031,41.4800758361816,40.7779884338379,41.1005706787109,39726209,28.8705863952637
"2019-07-01",41.280834197998,41.6318778991699,41.1195449829102,41.527515411377,21341392,29.1704902648926
"2019-07-02",41.4421234130859,41.954460144043,41.4231491088867,41.954460144043,16541898,29.4703941345215
"2019-07-03",42.0967750549316,42.2770385742188,41.7267532348633,42.1252365112305,10297580,29.5903453826904
"2019-07-05",42.0398483276367,42.0778007507324,41.5370025634766,41.6698303222656,18295227,29.2704563140869
"2019-07-08",41.5559768676758,41.6223907470703,40.7779884338379,41.0815925598145,23955312,28.8572578430176
"2019-07-09",41.1954460144043,41.5559768676758,41.0815925598145,41.148006439209,14223308,28.9039077758789
"2019-07-10",41.4136619567871,41.8500938415527,41.2144203186035,41.8026580810547,15298599,29.3637580871582
"2019-07-11",41.1005706787109,41.3282737731934,40.2087287902832,40.7779884338379,38383518,28.6439933776855
"2019-07-12",40.7115745544434,40.7874755859375,39.8576850891113,40.2277030944824,33580967,28.2574558258057
"2019-07-15",40.104362487793,40.5787467956543,40.0759010314941,40.5597724914551,20363912,28.4907112121582
"2019-07-16",40.5977210998535,40.7685012817383,40.3036041259766,40.6546478271484,19553386,28.5573539733887
"2019-07-17",40.8823547363281,40.9772300720215,40.5407981872559,40.5502853393555,16341532,28.4840431213379
"2019-07-18",40.6641387939453,40.853889465332,40.3700180053711,40.853889465332,13728877,28.697301864624
"2019-07-19",40.9772300720215,40.9962043762207,40.5787467956543,40.5787467956543,23552579,28.5040264129639
"2019-07-22",40.6356735229492,40.8159408569336,40.3700180053711,40.6261863708496,12552086,28.5373630523682
"2019-07-23",40.6546478271484,41.0151786804199,40.5597724914551,40.8823547363281,19586904,28.7173023223877
"2019-07-24",40.7969627380371,40.7969627380371,40.1992416381836,40.6926002502441,18117838,28.5840091705322
"2019-07-25",40.6356735229492,40.7969627380371,40.3510437011719,40.4838714599609,17514634,28.4373874664307
"2019-07-26",40.4743843078613,40.9582557678223,40.2561683654785,40.8823547363281,21062187,28.7173023223877
"2019-07-29",40.0094871520996,40.7969627380371,39.2220115661621,39.3263778686523,64559186,27.6243286132812
"2019-07-30",37.7893753051758,38.1783676147461,36.6223907470703,36.8026580810547,95739668,25.8515720367432
"2019-07-31",36.6223907470703,37.6375694274902,36.5370025634766,36.8500938415527,56309423,25.8848876953125
"2019-08-01",36.3472480773926,36.6413650512695,35.7495269775391,36.2903213500977,51624920,25.7301788330078
"2019-08-02",36.2903213500977,36.5654640197754,35.8159408569336,36.0531311035156,29153640,25.5620059967041
"2019-08-05",35.8254280090332,35.8918418884277,34.5445938110352,35.0664138793945,46030183,24.8624153137207
"2019-08-06",35.2846298217773,35.3984832763672,34.6015167236328,35.0569267272949,31985843,24.8556861877441
"2019-08-07",34.7722969055176,34.895637512207,34.0227699279785,34.705883026123,32017253,24.6067924499512
"2019-08-08",34.8197326660156,35.0569267272949,34.7248573303223,34.9810256958008,23356429,24.801872253418
"2019-08-09",34.8861465454102,34.9430732727051,34.2599601745605,34.4876670837402,25391703,24.4520740509033
"2019-08-12",34.4497146606445,34.4592018127441,32.9981002807617,33.5768508911133,44212665,23.8063011169434
"2019-08-13",33.6147994995117,33.9753303527832,33.3491477966309,33.3965835571289,45549453,23.67848777771
"2019-08-14",33.1404151916504,33.1878547668457,32.4478187561035,32.485767364502,38633421,23.03271484375
"2019-08-15",32.5426940917969,32.808349609375,32.2296028137207,32.7134704589844,30713665,23.1941566467285
"2019-08-16",32.9411773681641,33.2163200378418,32.7229614257812,32.8747634887695,30012334,23.3085098266602
"2019-08-19",33.0929794311523,33.5104370117188,33.045539855957,33.3776092529297,21997296,23.6650371551514
"2019-08-20",33.3017082214355,33.3586349487305,32.7988624572754,32.8368110656738,19932510,23.2816047668457
"2019-08-21",33.1499061584473,33.3206825256348,33.0360527038574,33.0834922790527,19208728,23.4565029144287
"2019-08-22",33.1688804626465,33.425048828125,33.0170783996582,33.2827301025391,16933142,23.5977630615234
"2019-08-23",33.4060707092285,33.5388984680176,32.4193534851074,32.5806465148926,27765311,23.0999794006348
"2019-08-26",32.8462982177734,33.0740051269531,32.7134704589844,33.0550270080566,17468680,23.4363174438477
"2019-08-27",33.2163200378418,33.2922210693359,32.5521812438965,32.5806465148926,24715351,23.0999794006348
"2019-08-28",32.5996208190918,33.3491477966309,32.5237197875977,33.2827301025391,26047924,23.5977630615234
"2019-08-29",33.956356048584,33.956356048584,33.425048828125,33.5199241638184,19610302,23.765941619873
"2019-08-30",33.7950668334961,33.8899421691895,33.472484588623,33.7286529541016,18873346,23.9139251708984
"2019-09-03",33.7855796813965,34.4212532043457,33.6907005310059,34.2694511413574,26624989,24.2973556518555
"2019-09-04",34.4402275085449,34.5351028442383,33.8709678649902,33.9943084716797,20649441,24.10227394104
"2019-09-05",34.2599601745605,34.6110076904297,34.0512313842773,34.4781761169434,22096794,24.4453449249268
"2019-09-06",34.4971542358398,34.6963958740234,34.2599601745605,34.6299819946289,20873416,24.5529766082764
"2019-09-09",34.7153701782227,34.9525604248047,34.278938293457,34.9430732727051,24675616,24.7749633789062
"2019-09-10",34.7153701782227,35.4648971557617,34.1745719909668,35.4648971557617,32250397,25.1449394226074
"2019-09-11",35.806453704834,35.8254280090332,35.0094871520996,35.4933586120605,16963181,25.1651210784912
"2019-09-12",35.6451606750488,35.6926002502441,35.1612892150879,35.3700180053711,16692303,25.0776653289795
"2019-09-13",35.4743843078613,35.6736221313477,34.7343444824219,35.0189743041992,24099605,24.8287773132324
"2019-09-16",34.5920295715332,35.1233406066895,34.4876670837402,34.9430732727051,19877070,24.7749633789062
"2019-09-17",34.9051246643066,34.9146118164062,34.4876670837402,34.6299819946289,22091945,24.5529766082764
"2019-09-18",34.6963958740234,34.8387107849121,34.4022789001465,34.5161285400391,19679550,24.4722518920898
"2019-09-19",34.5540809631348,34.8861465454102,34.4781761169434,34.6394691467285,17746409,24.5597038269043
"2019-09-20",35,35.3415565490723,34.6110076904297,34.810245513916,45990658,24.6807861328125
"2019-09-23",34.5161285400391,34.7153701782227,34.3738136291504,34.38330078125,17295191,24.3780822753906
"2019-09-24",34.4117660522461,34.705883026123,34.1366233825684,34.1650848388672,24186560,24.2233638763428
"2019-09-25",34.0702095031738,34.4876670837402,33.8709678649902,34.0607223510742,20269685,24.1493663787842
"2019-09-26",34.2220115661621,34.38330078125,33.7476272583008,33.9468688964844,17059728,24.068639755249
"2019-09-27",34.0227699279785,34.4781761169434,33.8899421691895,34.3643264770508,17583671,24.3646259307861
"2019-09-30",34.4212532043457,34.4497146606445,34.0796966552734,34.089183807373,17205391,24.1695499420166
"2019-10-01",34.089183807373,34.1745719909668,33.6147994995117,33.6147994995117,22013001,23.8332061767578
"2019-10-02",33.4535102844238,33.4629974365234,32.8842506408691,32.9221992492676,22458000,23.3421459197998
"2019-10-03",32.9316902160645,33.6527519226074,32.8273239135742,33.6337776184082,22076135,23.8466625213623
"2019-10-04",33.6717262268066,34.1366233825684,33.6337776184082,34.089183807373,18065349,24.1695499420166
"2019-10-07",33.9848213195801,34.4022789001465,33.9658432006836,33.9943084716797,11759373,24.10227394104
"2019-10-08",33.8235282897949,34.0417442321777,33.6053123474121,33.6147994995117,14761270,23.8332061767578
"2019-10-09",33.8235282897949,34.0512313842773,33.7096786499023,33.8614807128906,13634333,24.0081043243408
"2019-10-10",33.8425064086914,34.1650848388672,33.7760925292969,33.956356048584,12198680,24.0753765106201
"2019-10-11",34.2884254455566,34.705883026123,34.2220115661621,34.2599601745605,18446054,24.2906284332275
"2019-10-14",34.3073997497559,34.4876670837402,34.1366233825684,34.4402275085449,8700981,24.4184379577637
"2019-10-15",34.5825424194336,34.8576850891113,34.5445938110352,34.6299819946289,15178232,24.5529766082764
"2019-10-16",34.7533226013184,34.8671722412109,34.4592018127441,34.4781761169434,14435795,24.4453449249268
"2019-10-17",34.6204948425293,34.9240989685059,34.5066413879395,34.5920295715332,15312090,24.5260715484619
"2019-10-18",34.5635681152344,34.8197326660156,34.4876670837402,34.5920295715332,14219198,24.5260715484619
"2019-10-21",34.7722969055176,34.8007583618164,34.4971542358398,34.5920295715332,13237081,24.5260715484619
"2019-10-22",34.5445938110352,34.8197326660156,34.3927879333496,34.5635681152344,14549416,24.5058917999268
"2019-10-23",34.4497146606445,34.895637512207,34.3643264770508,34.8861465454102,14000598,24.7346000671387
"2019-10-24",34.8671722412109,34.9525604248047,34.4022789001465,34.5256156921387,19998385,24.4789791107178
"2019-10-25",34.5351028442383,34.9905128479004,34.4497146606445,34.8861465454102,17497665,24.7346000671387
"2019-10-28",34.9715385437012,35.5597724914551,34.9335861206055,35.3700180053711,25800339,25.0776653289795
"2019-10-29",36.0531311035156,36.7741928100586,35.9772300720215,36.2523727416992,32212032,25.7032661437988
"2019-10-30",36.4421234130859,36.8311195373535,36.337760925293,36.5085372924805,22019430,25.8848896026611
"2019-10-31",36.4231491088867,36.6034164428711,36.2239074707031,36.4041748046875,24539860,25.8108978271484
"2019-11-01",36.7077789306641,36.9449729919434,36.4231491088867,36.4231491088867,19263220,25.8243541717529
"2019-11-04",36.7267532348633,36.7552185058594,36.0815925598145,36.0815925598145,17709730,25.5821857452393
"2019-11-05",36.0815925598145,36.148006439209,35.5502853393555,35.5597724914551,21688474,25.2122097015381
"2019-11-06",35.6831130981445,35.7969627380371,35.4364318847656,35.6831130981445,18757722,25.2996559143066
"2019-11-07",35.4838714599609,35.6546478271484,34.9905128479004,35.0189743041992,22727297,25.0687351226807
"2019-11-08",34.9905128479004,35.2561683654785,34.9430732727051,35.1518020629883,26626886,25.1638202667236
"2019-11-11",35.0189743041992,35.1138534545898,34.8671722412109,35.0379524230957,12542916,25.0823230743408
"2019-11-12",34.9430732727051,35.189754486084,34.8197326660156,35.0759010314941,13338370,25.1094837188721
"2019-11-13",35.0569267272949,35.0569267272949,34.4402275085449,34.7248573303223,25855252,24.8581867218018
"2019-11-14",34.6869087219238,34.8766593933105,34.4592018127441,34.677417755127,25190600,24.8242301940918
"2019-11-15",34.7533226013184,35.5502853393555,34.6489562988281,35.3700180053711,36378810,25.3200263977051
"2019-11-18",35.4743843078613,35.5218238830566,35.0664138793945,35.3130912780762,18084532,25.2792797088623
"2019-11-19",35.5123329162598,35.7495269775391,35.4079704284668,35.7305488586426,26475110,25.5781230926514
"2019-11-20",35.6451606750488,35.7590141296387,35.1138534545898,35.1518020629883,19947582,25.1638202667236
"2019-11-21",35.3036041259766,35.9962043762207,35.1423149108887,35.806453704834,20942664,25.6324615478516
"2019-11-22",35.853889465332,36.4421234130859,35.7590141296387,36.3662223815918,25544006,26.0331764221191
"2019-11-25",36.5085372924805,36.8880462646484,36.4800758361816,36.6982917785645,31592385,26.2708911895752
"2019-11-26",36.5654640197754,36.6129035949707,36.1005706787109,36.3282737731934,34620633,26.006010055542
"2019-11-27",36.4136619567871,36.7267532348633,36.3662223815918,36.6508522033691,19201034,26.236930847168
"2019-11-29",36.5654640197754,36.8880462646484,36.5370025634766,36.5464897155762,9793873,26.1622219085693
"2019-12-02",36.8026580810547,36.8121452331543,36.2903213500977,36.3282737731934,15645998,26.006010055542
"2019-12-03",36.0151786804199,36.2428855895996,35.9013290405273,36.1005706787109,20869832,25.8430023193359
"2019-12-04",36.2713470458984,36.2998085021973,35.9487686157227,36.1859588623047,14501248,25.9041290283203
"2019-12-05",36.4041748046875,36.4041748046875,35.853889465332,36.0815925598145,13098058,25.8294239044189
"2019-12-06",36.3187866210938,36.5464897155762,36.2618598937988,36.3282737731934,12868708,26.006010055542
"2019-12-09",36.148006439209,36.4136619567871,36.148006439209,36.3567352294922,15641571,26.026388168335
"2019-12-10",36.3092994689941,36.6034164428711,36.2333984375,36.5085372924805,19171311,26.1350555419922
"2019-12-11",36.4041748046875,36.5939292907715,36.2428855895996,36.2618598937988,15569372,25.9584712982178
"2019-12-12",36.2144203186035,36.6413650512695,36.2144203186035,36.5654640197754,13414469,26.1758136749268
"2019-12-13",36.5464897155762,36.6982917785645,36.1195449829102,36.3662223815918,16678496,26.0331764221191
"2019-12-16",36.7172698974609,37.381404876709,36.6793174743652,37.1347236633301,24187824,26.5833187103271
"2019-12-17",37.4193534851074,37.4193534851074,36.8500938415527,36.9070205688477,29038016,26.4203109741211
"2019-12-18",37.0113868713379,37.0778007507324,36.660343170166,36.897533416748,27339390,26.413516998291
"2019-12-19",37.0018997192383,37.144214630127,36.8216323852539,36.9734344482422,22022276,26.4678535461426
"2019-12-20",37.3339653015137,37.514232635498,36.9734344482422,37.2201156616211,58199772,26.6444435119629
"2019-12-23",37.4003791809082,37.4952545166016,37.1252365112305,37.3055038452148,17454345,26.7055721282959
"2019-12-24",37.3149909973145,37.4193534851074,37.191650390625,37.2770385742188,5187683,26.6851902008057
"2019-12-26",37.2865295410156,37.5426940917969,37.191650390625,37.3624305725098,9384078,26.7463264465332
"2019-12-27",37.4098663330078,37.5901336669922,37.2390899658203,37.3055038452148,10117662,26.7055721282959
"2019-12-30",37.2865295410156,37.4003791809082,36.897533416748,36.9165077209473,11554264,26.4271011352539
"2019-12-31",36.8026580810547,37.191650390625,36.7267532348633,37.1726760864258,15175703,26.6104793548584
"2020-01-02",37.2865295410156,37.3339653015137,36.8880462646484,37.1347236633301,16514072,26.5833187103271
"2020-01-03",36.7362442016602,37.2296028137207,36.6888046264648,36.9354858398438,14922848,26.4406871795654
"2020-01-06",36.8311195373535,37.0018997192383,36.7172698974609,36.8880462646484,15771951,26.4067211151123
"2020-01-07",37.1157493591309,37.1252365112305,36.6982917785645,36.764705657959,20108107,26.3184337615967
"2020-01-08",36.7741928100586,37.2106246948242,36.764705657959,37.0588226318359,16403507,26.528980255127
"2020-01-09",37.2580642700195,37.2580642700195,36.8026580810547,36.897533416748,21971895,26.413516998291
"2020-01-10",36.9829216003418,37.5996208190918,36.9734344482422,37.4667930603027,21557357,26.8210334777832
"2020-01-13",37.5901336669922,37.7324485778809,37.2011375427246,37.3908920288086,15392405,26.7666969299316
"2020-01-14",37.4098663330078,38.0265655517578,37.2865295410156,38.0170783996582,20919160,27.2149639129639
"2020-01-15",38.130931854248,38.7760925292969,38.1119537353516,38.5863380432129,23925800,27.6224708557129
"2020-01-16",38.7001914978027,38.7096786499023,38.2542686462402,38.529411315918,16216422,27.5817165374756
"2020-01-17",38.4914627075195,38.719165802002,38.3491477966309,38.4345359802246,23083970,27.5137958526611
"2020-01-21",38.3111953735352,38.5768508911133,38.130931854248,38.2732467651367,23115696,27.3983364105225
"2020-01-22",38.2542686462402,38.339656829834,37.9221992492676,38.130931854248,18097812,27.2964649200439
"2020-01-23",38.130931854248,38.7381401062012,38.0740051269531,38.6242866516113,27148510,27.6496429443359
"2020-01-24",38.8425064086914,38.8709678649902,37.6091079711914,37.7798843383789,34143698,27.0451679229736
"2020-01-27",37.3908920288086,38.3586349487305,37.2390899658203,38.102466583252,31964026,27.276086807251
"2020-01-28",37.3055038452148,37.4667930603027,36.0056915283203,36.1859588623047,70202408,25.9041290283203
